# Path distance (Angstrom), Energy (eV)
0.000000000000000000e+00 0.000000000000000000e+00
2.455985896964079859e-02 3.054402251671599041e-04
4.911971793928159719e-02 1.246758521586982093e-03
7.367957690892239231e-02 2.805402364731800994e-03
9.823943587856319437e-02 4.962819230073953203e-03
1.227992948482039964e-01 7.700456593085774556e-03
1.473591538178447846e-01 1.099976192923959699e-02
1.719190127874855867e-01 1.484218271400775807e-02
1.964788717571263887e-01 1.920916642286259191e-02
2.210387307267671908e-01 2.408216053127643086e-02
2.455985896964079929e-01 2.944261251472161597e-02
2.701584486660487672e-01 3.527196984867047441e-02
2.947183076356895692e-01 4.155168000859534722e-02
3.192781666053303713e-01 4.826319046996856849e-02
3.438380255749711734e-01 5.538794870826247579e-02
3.683978845446119754e-01 6.290740219894939977e-02
3.929577435142527775e-01 7.080299841750167800e-02
4.175176024838935795e-01 7.905618483939164109e-02
4.420774614535343816e-01 8.764840894009164052e-02
4.666373204231751837e-01 9.656111819507398608e-02
4.911971793928159857e-01 1.057757600798110154e-01
5.157266776025528632e-01 1.151884191831007986e-01
5.402561758122897961e-01 1.247141479720614843e-01
5.647856740220267291e-01 1.343281355371960528e-01
5.893151722317635510e-01 1.440055709690076235e-01
6.138446704415004840e-01 1.537216433579992880e-01
6.383741686512374169e-01 1.634515417946741656e-01
6.629036668609742389e-01 1.731704553695352367e-01
6.874331650707111718e-01 1.828535731730856206e-01
7.119626632804481048e-01 1.924760842958284091e-01
7.364921614901850377e-01 2.020131778282666657e-01
7.610216596999219707e-01 2.114400428609033988e-01
7.855511579096587926e-01 2.207318684842417555e-01
8.100806561193957256e-01 2.298638437887847441e-01
8.346101543291326585e-01 2.388111578650355671e-01
8.591396525388694805e-01 2.475489998034971773e-01
8.836691507486064134e-01 2.560525586946726939e-01
9.081986489583433464e-01 2.642970236290652086e-01
9.327281471680801683e-01 2.722575836971777297e-01
9.572576453778171013e-01 2.799094279895134041e-01
9.817871435875540342e-01 2.872277455965751569e-01
1.006341571277676428e+00 2.942601984015669192e-01
1.030895998967799043e+00 3.010488043916252909e-01
1.055450426657921437e+00 3.075820661038513038e-01
1.080004854348044052e+00 3.138484860753462113e-01
1.104559282038166446e+00 3.198365668432110454e-01
1.129113709728288839e+00 3.255348109445470595e-01
1.153668137418411455e+00 3.309317209164553963e-01
1.178222565108533848e+00 3.360157992960370876e-01
1.202776992798656464e+00 3.407755486203933870e-01
1.227331420488778857e+00 3.451994714266254372e-01
1.251885848178901472e+00 3.492760702518344917e-01
1.276440275869023866e+00 3.529938476331213604e-01
1.300994703559146259e+00 3.563413061075875188e-01
1.325549131249268875e+00 3.593069482123341096e-01
1.350103558939391268e+00 3.618792764844620535e-01
1.374657986629513662e+00 3.640467934610727152e-01
