# Path distance (Angstrom), Energy (eV)
1.399212414319636277e+00 3.657980016792670153e-01
1.423766842009758671e+00 3.671214036761463184e-01
1.448321269699881286e+00 3.680055019888116563e-01
1.472875697390003680e+00 3.684387991543647267e-01
1.497673287879863091e+00 3.683428418386962555e-01
1.522470878369722280e+00 3.676586734659750277e-01
1.547268468859581692e+00 3.664101042587284418e-01
1.572066059349440881e+00 3.646209444394838961e-01
1.596863649839300292e+00 3.623150042307705654e-01
1.621661240329159703e+00 3.595160938551154040e-01
1.646458830819018893e+00 3.562480235350469204e-01
1.671256421308878304e+00 3.525346034930925132e-01
1.696054011798737493e+00 3.483996439517815791e-01
1.720851602288596904e+00 3.438669551336404062e-01
1.745649192778456094e+00 3.389603472611986135e-01
1.770446783268315505e+00 3.337036305569822670e-01
1.795244373758174916e+00 3.281206152435209855e-01
1.820041964248034105e+00 3.222351115433423896e-01
1.844839554737893517e+00 3.160709296789738776e-01
1.869637145227752928e+00 3.096518798729435140e-01
1.894434735717612117e+00 3.030017723477798075e-01
1.919232326207471528e+00 2.961444173260101564e-01
1.944029916697330718e+00 2.891036250301632915e-01
1.968827507187190129e+00 2.819032056827653898e-01
1.993795666869420558e+00 2.744775599661112286e-01
2.018763826551650986e+00 2.668523875962256486e-01
2.043731986233881859e+00 2.590383807889490297e-01
2.068700145916112287e+00 2.510462317601207527e-01
2.093668305598342716e+00 2.428866327255807533e-01
2.118636465280573145e+00 2.345702759011694116e-01
2.143604624962803573e+00 2.261078535027259973e-01
2.168572784645034446e+00 2.175100577460900020e-01
2.193540944327264874e+00 2.087875808471016947e-01
2.218509104009495303e+00 1.999511150216001232e-01
2.243477263691725732e+00 1.910113524854261113e-01
2.268445423373956160e+00 1.819789854544188179e-01
2.293413583056187033e+00 1.728647061444172905e-01
2.318381742738417461e+00 1.636792067712639076e-01
2.343349902420647890e+00 1.544331795507951632e-01
2.368318062102878319e+00 1.451373166988527696e-01
2.393286221785109191e+00 1.358023104312762186e-01
2.418254381467339620e+00 1.264388529639044467e-01
2.443222541149570048e+00 1.170576365125794993e-01
2.468190700831800477e+00 1.076693532931389807e-01
2.492953547016174998e+00 9.848742045432890002e-02
2.517716393200549074e+00 8.957788811378120108e-02
2.542479239384923595e+00 8.096199710422546936e-02
2.567242085569297672e+00 7.266098825839018005e-02
2.592004931753672192e+00 6.469610240900158793e-02
2.616767777938046713e+00 5.708858038879038865e-02
2.641530624122420789e+00 4.985966303048505743e-02
2.666293470306795310e+00 4.303059116681184904e-02
2.691056316491169387e+00 3.662260563050234730e-02
2.715819162675543907e+00 3.065694725428214085e-02
2.740582008859918428e+00 2.515485687088170330e-02
2.765344855044292505e+00 2.013757531302795556e-02
2.790107701228667025e+00 1.562634341345137123e-02
2.814870547413041102e+00 1.164240200487842714e-02
2.839633393597415623e+00 8.206991920038264610e-03
2.864396239781790143e+00 5.341353991660247047e-03
2.889159085966164220e+00 3.066729052471295347e-03
2.913921932150538741e+00 1.404357935200550855e-03
2.938684778334912817e+00 3.754814725771549178e-04
2.963447624519287338e+00 1.340497328250478404e-06
